num,Issue Id,Description,Assignee_Id,Assignee_email,Reporter_id,Reporter_email,Creation Date,Close Date,Estimated Time,Actual Time
565,81565352,"mt202/mt103 creation integrated with correspondent->""Error rendering HTML for MT block"" occurred when  achieving the third level of routing",3918610.0,NA,4873084,NA,2021-03-24T13:41:44.228Z,2021-03-31T13:05:39.379Z,0,0.0
566,81564051,Normal Debit Integration Issue,3126895.0,NA,3181807,int_12,2021-03-24T13:25:46.792Z,2021-04-15T10:25:39.691Z,2700,2700.0
567,82011153,Countries Holidays,3918610.0,NA,2762791,int_29,2021-03-24T13:04:37.950Z,,0,0.0
568,81562841,home page hang after add portlet with old filter,,NA,3095560,int_4,2021-03-24T13:03:52.408Z,2021-03-25T12:13:24.111Z,0,0.0
569,81561376,Modify the E-Cheque Written PDF Representation,3220138.0,NA,5062463,int_469,2021-03-24T12:39:38.061Z,2021-04-07T12:01:02.682Z,14400,0.0
570,81561363,apply cashin and cashout for corporate,6116619.0,NA,6116619,NA,2021-03-24T12:39:24.011Z,2021-03-30T06:43:26.717Z,0,0.0
571,81561149,Workflow Amount Page Issue,3126895.0,NA,3181807,int_12,2021-03-24T12:35:07.156Z,2021-04-15T10:25:12.959Z,2700,2700.0
572,81560804,"Users : Users which are assigned to new added policies, the policy is not displaying selected on (Edit user) window.",5205719.0,NA,4056794,NA,2021-03-24T12:27:18.634Z,2021-03-25T10:25:27.406Z,3600,1800.0
573,81560802,releaseing pipeline,3232180.0,int_221,3232180,int_221,2021-03-24T12:27:16.903Z,2021-03-31T10:48:02.157Z,0,0.0
574,81560654,only reasons related to debit payment should be viewed in reasons drop list when reject an Inward debit payment,3596321.0,int_468,3596325,int_39,2021-03-24T12:24:18.291Z,2021-03-25T10:44:54.465Z,7200,1800.0
575,81560574,A clear button must be added next to the filters to clear the data inside the filters when needed,3126812.0,NA,7091953,NA,2021-03-24T12:22:21.505Z,2021-03-24T13:05:31.226Z,3600,300.0
576,81560132,Corporate Creation - validators has to be added to attach documents  not to stuck on checker with no action can be taken,3088726.0,NA,2997976,int_442,2021-03-24T12:13:02.753Z,2021-03-31T05:48:13.254Z,7200,7200.0
577,81560112,update url generation for forget pass,3099895.0,NA,3099895,NA,2021-03-24T12:12:40.270Z,2021-03-24T12:41:39.861Z,900,900.0
578,81560024,SIB :: Integration with IDAM :: Passing the loginName Parameter in Update User Service,3472215.0,NA,5096256,int_210,2021-03-24T12:11:04.079Z,2021-03-25T09:46:54.719Z,60,60.0
579,81559813,fix the date format for channel,5361480.0,NA,6116805,NA,2021-03-24T12:08:23.867Z,2021-03-24T13:25:48.244Z,0,0.0
580,81559706,verify #199 : Add a filter to Trusted BFD and Trusted Cheques,7091953.0,NA,7091953,NA,2021-03-24T12:06:20.874Z,2021-03-24T13:07:48.291Z,3600,3600.0
581,81559225,AES encryption to R19,3612141.0,int_416,3099424,int_421,2021-03-24T11:59:42.065Z,2021-04-06T03:39:26.185Z,0,5400.0
582,81558801,Financial Posting message,3712837.0,NA,3427855,NA,2021-03-24T11:54:00.272Z,,86400,0.0
583,81558127,sync timezone of pod with node,6435908.0,NA,6435908,NA,2021-03-24T11:41:08.273Z,2021-04-05T05:27:15.536Z,0,0.0
584,81556931,support jar deployment in gatepay  djibouti,6245746.0,NA,3016025,NA,2021-03-24T11:22:30.439Z,2021-04-01T13:01:39.549Z,86400,115200.0
585,81556297,Fix deploymant on pipeline,5903443.0,NA,5903443,NA,2021-03-24T11:09:26.600Z,2021-03-24T11:34:51.927Z,0,0.0
586,81556156,"Retrieve the signed echeque pdf instead of the generated one for Corporate Portal, Mobile Apps and PSP",3918459.0,int_257,5062463,int_469,2021-03-24T11:06:55.396Z,2021-03-25T15:58:11.041Z,14400,14400.0
587,81555839,issue runing jar,2958010.0,int_239,2958010,int_239,2021-03-24T11:01:44.871Z,2021-03-24T11:08:46.443Z,0,0.0
588,81555159,"ASV Tab shows a wrong message ""Please check SigCap"" And No Image",3472215.0,NA,3472215,NA,2021-03-24T10:50:07.734Z,2021-03-24T11:03:32.834Z,14400,10800.0
589,81554480,[JOCB-58]Image Service Search method,3099424.0,int_421,5113904,int_215,2021-03-24T10:38:38.387Z,,0,0.0
590,81553308,correspondent service/oman profile->error occurred when deploying correspondent-init,,NA,4873084,NA,2021-03-24T10:26:37.962Z,2021-03-24T10:51:23.625Z,0,0.0
591,81553225,"mini statment pdf - Add a mini statment cretaion dateTime (below the header, above the paragraph)",5185059.0,NA,2997976,int_442,2021-03-24T10:25:58.937Z,2021-03-24T14:18:31.464Z,0,0.0
592,81552767,[JOCB-58] Auto Rejection Job to ignore locked cheques,3087517.0,int_356,5113904,int_215,2021-03-24T10:21:55.905Z,2021-03-24T10:48:02.336Z,1800,0.0
593,81551261,Update init R2P use case to pass the InitiateR2PRequest as a parameter for reference generator,5361480.0,NA,5050988,int_490,2021-03-24T10:05:06.468Z,2021-03-24T15:22:33.948Z,0,5400.0
594,81550495,New SWIFT Alliance Access installation,2766541.0,NA,2766541,NA,2021-03-24T09:51:44.403Z,,0,0.0
595,81550469,feat: roles for specific group/user,3097752.0,int_2,6156851,NA,2021-03-24T09:51:27.056Z,2021-03-26T15:45:13.898Z,0,0.0
596,81550319,Duplication rules-> Value date -> the system compares the transaction with itself.,6116686.0,NA,8506287,NA,2021-03-24T09:48:57.484Z,2021-03-29T07:45:36.035Z,0,0.0
597,81550318,Validations over Account information message,3712837.0,NA,3427855,NA,2021-03-24T09:48:54.405Z,2021-03-24T11:45:56.214Z,28800,0.0
598,81550266,Mobile Account Display Limits - Dialy Count and Amount values are initially set to Weelkly Count and Amount,,NA,2997976,int_442,2021-03-24T09:48:00.016Z,,0,0.0
599,81550016,Reset Password : No validation message displays when (New) & (Confirmed) passwords don't match.,5205719.0,NA,4056794,NA,2021-03-24T09:44:10.376Z,2021-03-28T07:21:18.728Z,3600,2400.0
600,81549986,Error will be shown after i make signIn and Refresh token then BioSing and pressing SignOut,3088726.0,NA,2982345,int_510,2021-03-24T09:43:48.672Z,2021-03-24T13:18:43.659Z,0,0.0
601,81549857,Merge cheques related UI repository into this repository,3051690.0,NA,3016347,int_284,2021-03-24T09:42:07.928Z,2021-04-04T08:07:29.953Z,0,0.0
602,81549854,Audit Report 01,5062463.0,int_469,5062463,int_469,2021-03-24T09:42:02.837Z,2021-04-15T08:09:03.892Z,0,0.0
603,81549268,fix cicd deployment,2982364.0,int_553,2982364,int_553,2021-03-24T09:36:09.938Z,2021-03-24T11:07:21.947Z,0,0.0
604,81548266,at customer app amount cannot added from keypad,3844403.0,int_383,3099438,int_224,2021-03-24T09:21:46.672Z,,0,0.0
605,81547019,Login/Policy : No vaidation message displays when changing initial password to new one which is less than minimum password length.,3099895.0,NA,4056794,NA,2021-03-24T09:00:23.873Z,2021-03-24T15:41:55.466Z,1800,0.0
606,81546538,Certificate Generator Tool,3192621.0,NA,6116691,NA,2021-03-24T08:52:35.838Z,2021-03-29T09:13:46.214Z,86400,28800.0
607,81546043,(Vulnerability): CORS Wild Character Vulnerabilities in HTTP Headers,,NA,3220138,NA,2021-03-24T08:44:59.766Z,,0,0.0
608,81545110,feat: #127 Implement Camunda Workflow POC .,3062831.0,int_302,7832270,NA,2021-03-24T08:36:45.146Z,2021-03-25T08:47:51.571Z,28800,0.0
609,81544723,Access control checker pages titles are misleading to which checker it is,,NA,6367608,NA,2021-03-24T08:30:15.019Z,,0,0.0
610,81544633,Exception will be shown after you make terminate for approved mobile inside customer has two approved mobiles,3918549.0,NA,2982345,int_510,2021-03-24T08:28:27.180Z,2021-04-08T12:16:58.821Z,0,0.0
611,81542194,pacs.004.001.07 differences between Montran and Iso20022,3596321.0,int_468,3596325,int_39,2021-03-24T07:53:08.670Z,2021-04-01T13:17:59.624Z,0,0.0
612,81542181,Inject the following processor: Get Zain Balance into Zain core spring plugins,5163289.0,NA,2982345,int_510,2021-03-24T07:52:48.904Z,2021-03-29T12:04:07.759Z,0,0.0
613,81542120,Customer app IOS/ Android: Pending bills screen: clicking on the bill should send directly to the confirmation screen not to the outstanding bills screen,3844403.0,int_383,2856038,int_474,2021-03-24T07:51:51.743Z,2021-04-08T06:49:33.701Z,14400,12600.0
614,81542097,Customer app IOS/ Android: Pending bills screen: clicking on the bill should send directly to the confirmation screen not to the outstanding bills screen,3487589.0,NA,2856038,int_474,2021-03-24T07:51:21.419Z,2021-04-05T12:57:25.598Z,900,0.0
615,81542064,Parameters need better descriptions for their values to be used,,NA,6367608,NA,2021-03-24T07:50:35.900Z,,0,0.0
616,81541372,General Features,5679865.0,NA,5679865,NA,2021-03-24T07:34:56.055Z,,0,0.0
617,81541070,handle receiving failed liquidation from central bank on Return debit Payment batch,,NA,3596325,int_39,2021-03-24T07:27:03.645Z,2021-04-12T06:58:27.965Z,3600,0.0
618,81541040,Inject the following processor: Get Zain Product List into Zain core spring plugins,3089579.0,NA,2982345,int_510,2021-03-24T07:25:59.875Z,2021-03-31T09:51:11.831Z,0,0.0
619,81540991,Fix crash on camera,2997066.0,int_460,2997066,int_460,2021-03-24T07:24:36.932Z,2021-04-05T12:40:18.224Z,18000,77400.0
620,81540875,Move user from unpaid list to confirmation screen,3487589.0,NA,3487589,NA,2021-03-24T07:21:30.583Z,2021-03-29T08:36:01.785Z,28800,21600.0
621,81540873,Receive Payment confirmation from central bank on debit Return Payment batch,,NA,3596325,int_39,2021-03-24T07:21:23.738Z,2021-04-12T06:57:54.538Z,3600,0.0
622,81540488,send outward debit Return Payment Batch to Central Bank,,NA,3596325,int_39,2021-03-24T07:13:42.610Z,2021-04-12T06:57:29.852Z,7200,0.0
623,81540439,captcha section needs padding from the left to be centered,5223206.0,NA,6367608,NA,2021-03-24T07:12:46.566Z,2021-03-29T06:21:10.424Z,10800,7200.0
624,81540273,"When logging in, then clicking back login page shows, then forward button takes to security home page",5223206.0,NA,6367608,NA,2021-03-24T07:10:49.480Z,2021-03-29T06:21:10.593Z,12000,10800.0
625,81539828,Create new debit Return Payment Batch,3596321.0,int_468,3596325,int_39,2021-03-24T06:58:55.483Z,2021-04-12T06:51:15.134Z,7200,3600.0
626,81539756,Make liquibase and excel changes for new CR,3088726.0,NA,3088726,NA,2021-03-24T06:56:17.987Z,2021-03-28T07:42:48.290Z,0,0.0
627,81539669,fixing-timezone-in-dockerfile,3232180.0,int_221,3232180,int_221,2021-03-24T06:52:47.797Z,2021-03-24T07:19:16.905Z,0,0.0
628,81539652,Inject the following processor: Get Zain Products into Zain core spring plugins,3089579.0,NA,2982345,int_510,2021-03-24T06:52:00.394Z,2021-04-01T08:29:19.796Z,0,0.0
629,81539642,Return outward debit payment.,,NA,3596325,int_39,2021-03-24T06:51:39.347Z,,14400,0.0
630,81539628,Unify bank message structure,3847579.0,NA,2862846,NA,2021-03-24T06:51:08.498Z,,144000,28800.0
631,81539001,api request for updating group/user project roles,3097752.0,int_2,6156851,NA,2021-03-24T06:28:42.999Z,2021-03-24T07:32:21.656Z,0,0.0
632,81538827,The system should not return this reason: 91 - Sign In Expired after i make SignOut and login again by Biosign,3088726.0,NA,2982345,int_510,2021-03-24T06:23:20.218Z,2021-03-24T09:39:49.535Z,0,0.0
633,81537969,Validate Android Anti-Reversing Defenses,2984940.0,NA,2985217,int_471,2021-03-24T06:03:27.004Z,2021-03-31T11:43:27.285Z,36000,16200.0
634,81537336,Done Should be treated as Closed,5779319.0,NA,3097752,int_2,2021-03-24T05:46:12.086Z,2021-03-24T09:20:28.882Z,0,0.0
635,81537081,Unpaid Bills - display bills instead of billers,3487589.0,NA,3487589,NA,2021-03-24T05:40:10.731Z,2021-03-24T06:27:26.875Z,1800,0.0
636,81519028,Fix Master after last merge.,3891855.0,NA,3891855,NA,2021-03-23T19:50:57.633Z,2021-03-24T06:36:27.912Z,7200,7200.0
637,81513641,log unsuccessful login attempts,3874701.0,int_122,3874701,int_122,2021-03-23T17:40:33.546Z,2021-03-24T06:30:20.056Z,0,0.0
638,81510521,log unsuccessful login attempts,3874701.0,int_122,3874701,int_122,2021-03-23T16:46:28.361Z,2021-03-23T17:07:03.492Z,0,0.0
639,81506540,Apply pacs.008 final modifications,5050988.0,int_490,5050988,int_490,2021-03-23T15:57:10.854Z,2021-04-01T11:06:56.662Z,0,0.0
640,81506357,release from maintenance branch,,NA,3016347,int_284,2021-03-23T15:54:39.934Z,,0,0.0
641,81505348,payment-completion endpoint,3192621.0,NA,3192621,NA,2021-03-23T15:39:24.668Z,2021-03-25T14:38:43.494Z,0,0.0
642,81504738,encrypt decrypt user password portal,3874701.0,int_122,3874701,int_122,2021-03-23T15:27:54.314Z,2021-03-23T15:46:51.228Z,0,0.0
643,81504006,Login/Policy : User doesn't get Locked when exceeding (Maximum Login retries).,5205719.0,NA,4056794,NA,2021-03-23T15:16:44.167Z,2021-03-25T10:09:23.251Z,7200,7200.0
644,81814572,SWIFT - Need to show the action description not the action name,,NA,3084296,int_42,2021-03-23T14:59:50.287Z,2021-03-30T11:00:58.497Z,0,0.0
645,81501756,System interfaces documentation,3016347.0,int_284,3016347,int_284,2021-03-23T14:45:31.924Z,2021-03-31T08:25:08.479Z,0,0.0
646,81501310,encrypt decrypt password when login and reset,3874701.0,int_122,3874701,int_122,2021-03-23T14:38:37.721Z,2021-03-23T15:12:41.885Z,0,0.0
647,81500376,edit serviceName in Qr,5185059.0,NA,5185059,NA,2021-03-23T14:30:24.288Z,2021-03-23T14:41:12.104Z,3600,3600.0
648,81499607,"override rdc core ""PhysicalDelivaryBankRescan"" post function to execute new action code ""manualrelease""",3596316.0,NA,3094005,int_518,2021-03-23T14:18:38.147Z,2021-03-24T09:59:34.291Z,0,0.0
649,81499045,handle fees request (merchant payment using qr reader),5185059.0,NA,5185059,NA,2021-03-23T14:10:54.688Z,2021-03-23T14:30:26.116Z,3600,0.0
650,81499015,transaction report,5185059.0,NA,5185059,NA,2021-03-23T14:10:21.198Z,2021-03-24T14:12:48.574Z,21600,25200.0
651,81498324,Customer App Android : Nedco Prepaid > save biller pop up from the successful transaction screen is not the same as the popup in the inquiry screen,2856038.0,int_474,2856038,int_474,2021-03-23T14:00:21.112Z,2021-03-24T10:59:46.910Z,1800,1200.0
652,81498079,"Reset Password page: When any validation error displays, the Token becomes invalid and (ORA-01403: no data found) displays.",3099895.0,NA,4056794,NA,2021-03-23T13:57:05.196Z,2021-03-31T14:01:08.819Z,14400,300.0
653,81828193,Add Language Drop-Down list,5205719.0,NA,3891855,NA,2021-03-23T13:47:29.186Z,2021-04-07T06:32:05.246Z,4200,3600.0
654,81497376,Add Language Drop-Down list,3099895.0,NA,3891855,NA,2021-03-23T13:47:29.186Z,2021-03-29T09:13:51.630Z,0,0.0
655,81496549,Customer App IOS - EBPP bills - no back arrow at successful transaction screen,2856038.0,int_474,2856038,int_474,2021-03-23T13:36:37.390Z,2021-03-25T06:07:50.121Z,3600,600.0
656,81495274,Save Bills: Update the note text,2856038.0,int_474,2856038,int_474,2021-03-23T13:23:02.280Z,2021-03-24T10:00:20.979Z,600,600.0
657,81495243,log the request before reach the controller,5361480.0,NA,6116805,NA,2021-03-23T13:22:29.951Z,2021-03-23T14:18:13.920Z,0,0.0
658,81494400,Implement Payment Completion - BACKEND,3192621.0,NA,3192621,NA,2021-03-23T13:12:18.874Z,2021-04-14T07:42:26.784Z,86400,68400.0
659,81493689,change customer credit api  url,5205873.0,NA,5205873,NA,2021-03-23T13:02:59.519Z,2021-03-23T13:49:43.456Z,0,0.0
660,81493615,Email notification from client side,,NA,1257257,NA,2021-03-23T13:02:17.203Z,2021-03-23T15:41:45.113Z,0,0.0
661,81493331,Promotional Messages are not showing in the menu,3192614.0,NA,3192614,NA,2021-03-23T12:57:00.984Z,2021-03-24T08:41:50.334Z,3600,3600.0
662,81492710,New barwa keystore.jks,5903443.0,NA,3221853,int_149,2021-03-23T12:49:25.752Z,2021-03-24T07:01:28.916Z,1800,0.0
663,81492325,Account information message,3712837.0,NA,3427855,NA,2021-03-23T12:43:48.522Z,2021-03-24T09:46:46.739Z,57600,0.0
664,81492159,"Self Registration: Step 6: Password hint disappeared very fast, please make it longer",2856038.0,int_474,2856038,int_474,2021-03-23T12:42:45.889Z,2021-03-25T12:16:45.755Z,1800,900.0
665,81491823,Self Registration: Step4: Fix City and Area fields designs,3844403.0,int_383,2856038,int_474,2021-03-23T12:38:11.725Z,2021-03-25T14:13:44.519Z,3600,2700.0
666,81491151,Users: (Reset Password) button should be added to edit user window.,5205719.0,NA,4056794,NA,2021-03-23T12:27:31.240Z,2021-03-24T14:07:28.111Z,7200,5400.0
667,81491035,"Customer App Android : Save Prepaid biller Bill from successful transaction screen > error message appears "" billerService cannot be null or deleted """,2856038.0,int_474,2856038,int_474,2021-03-23T12:26:44.321Z,2021-03-24T09:13:23.076Z,3600,1200.0
668,81491023,"Add new custom report exporter for UAE to display label as ""Return Advice"" only",3596316.0,NA,3094005,int_518,2021-03-23T12:26:19.037Z,2021-03-24T09:05:09.812Z,0,0.0
669,81490933,hide dispute API or return proper error,5050988.0,int_490,5050988,int_490,2021-03-23T12:25:14.394Z,2021-03-23T13:35:54.817Z,0,900.0
670,81490584,Customer IOS/ Android: Internal system error when saving biller with long bill name,3487589.0,NA,5089663,int_380,2021-03-23T12:18:36.242Z,2021-03-29T07:58:21.784Z,600,900.0
671,81490524,Customer IOS/ Android: Internal system error when saving biller with long bill name,3844403.0,int_383,5089663,int_380,2021-03-23T12:17:05.372Z,2021-03-29T09:37:18.272Z,3600,2700.0
672,81490493,remove detailed message for lien failure,5050988.0,int_490,5050988,int_490,2021-03-23T12:16:35.498Z,2021-03-23T14:19:27.752Z,0,1200.0
673,81491216,Cannot able to change ticket type from Ticket to Service,,NA,3096114,int_35,2021-03-23T12:16:23.485Z,2021-03-23T13:11:55.348Z,0,0.0
674,81490482,Cannot able to change ticket type from Ticket to Service,,NA,3096114,int_35,2021-03-23T12:16:23.485Z,2021-03-23T12:28:22.915Z,0,0.0
675,81490284,Oman - as  system user i want outward payments with Insufficient fund cbs posting status to be parked in RM queue,3041349.0,int_294,2862200,int_28,2021-03-23T12:12:48.267Z,2021-03-28T06:42:40.755Z,0,0.0
676,81489932,Create a POC to use a superset apache,5205722.0,NA,5205722,NA,2021-03-23T12:07:46.761Z,2021-03-29T11:57:43.677Z,57600,54000.0
677,81489711,Return outward credit payment.,2862920.0,NA,3596325,int_39,2021-03-23T12:04:26.371Z,2021-03-31T11:22:00.436Z,57600,57600.0
678,81488107,"Disable ""Approve"" button on QA page incase the cheque has rejection reason from Image Capture",3369011.0,NA,3874959,int_344,2021-03-23T11:47:37.406Z,,3600,3600.0
679,81487273,Instrument Field length in BFD Customer Info message,3369011.0,NA,3874959,int_344,2021-03-23T11:39:36.991Z,,3600,3600.0
680,81486378,Add TNNT_ID field to 'SEC_USR_SESSIONS' and 'event_log_trns' Tables,3087517.0,int_356,3891855,NA,2021-03-23T11:31:39.797Z,2021-03-25T07:13:50.916Z,10800,10800.0
681,81485755,add checks for Id,6156851.0,NA,6156851,NA,2021-03-23T11:26:00.195Z,2021-03-23T11:49:25.886Z,0,0.0
682,81483981,Update on (Policies) to add Auto lock for inactive users.,3099895.0,NA,4056794,NA,2021-03-23T11:01:23.058Z,2021-04-04T09:31:48.231Z,39600,0.0
683,81483139,upgrade Nginx controller ingress for development clusters,4308710.0,int_243,4308710,int_243,2021-03-23T10:47:35.599Z,2021-03-25T10:01:58.066Z,14400,12600.0
684,81482982,UI loops over when there is an error showing the error page,2927800.0,NA,2927800,NA,2021-03-23T10:44:16.190Z,2021-03-23T10:56:26.743Z,0,0.0
