num,Issue Id,Description,Assignee_Id,Assignee_email,Reporter_id,Reporter_email,Creation Date,Close Date,Estimated Time,Actual Time
998,81167053,New help-desk system deployment POC,4308710.0,int_243,4308710,int_243,2021-03-18T10:35:55.863Z,2021-03-22T12:52:19.226Z,21600,16200.0
999,81166988,Change outside App icon,4011806.0,int_382,3908455,NA,2021-03-18T10:35:15.812Z,2021-03-21T12:15:07.889Z,1800,1800.0
1000,81165872,upgrade slf4j jar from 1.7.21 to 2.0.0-alpha1,3718946.0,NA,3718946,NA,2021-03-18T10:21:17.003Z,2021-03-18T10:37:42.925Z,28800,28800.0
1001,81165337,update NBK to latest to get security related fixes,5050988.0,int_490,5050988,int_490,2021-03-18T10:12:42.554Z,2021-03-18T10:41:38.740Z,0,8400.0
1002,81164269,Lookup Management,3097752.0,int_2,3097752,int_2,2021-03-18T09:54:39.026Z,2021-04-07T11:47:21.970Z,0,0.0
1003,81164095,Fix the translations for the export grid as PDF,,NA,3016347,int_284,2021-03-18T09:51:01.602Z,,0,0.0
1004,81162701,System Cron Job Management,2846116.0,int_248,3097752,int_2,2021-03-18T09:36:13.918Z,2021-03-30T13:08:28.395Z,0,0.0
1005,81162584,Handle get request,2997066.0,int_460,2997066,int_460,2021-03-18T09:35:13.607Z,2021-03-18T10:05:59.812Z,16200,16200.0
1006,81162476,Add Working hour periods when creating tenant.,3891855.0,NA,3891855,NA,2021-03-18T09:33:24.463Z,2021-03-18T09:34:31.319Z,5400,5400.0
1007,81162279,Transaction inqyuiry should not return success in cases such as: rejected original transaction or transaction is not initated by the inquiring merchant,3088726.0,NA,2997976,int_442,2021-03-18T09:29:51.507Z,2021-03-23T10:51:56.175Z,0,0.0
1008,81162150,mt 103 creation when integrated with correspondent->the system does not  create the message form with error,3918610.0,NA,4873084,NA,2021-03-18T09:27:34.966Z,2021-03-23T09:03:02.837Z,0,0.0
1009,81161601,No data found on ONUS - ASV tab,3472215.0,NA,3874959,int_344,2021-03-18T09:18:44.971Z,2021-03-18T12:33:41.315Z,10800,9000.0
1010,81160993,add system setting api and cache managment,2846116.0,int_248,2846116,int_248,2021-03-18T09:07:25.485Z,2021-03-25T11:35:32.724Z,0,0.0
1011,81160192,import LDAP users as disabled users,3874701.0,int_122,3874701,int_122,2021-03-18T08:57:38.868Z,2021-03-18T09:05:36.440Z,0,0.0
1012,81157363,upgrade jfw version - business roles report,3874701.0,int_122,3874701,int_122,2021-03-18T08:22:59.606Z,2021-03-18T09:56:05.553Z,0,0.0
1013,81156821,Upgrade springboot version,3016588.0,NA,3016347,int_284,2021-03-18T08:18:09.758Z,2021-04-08T15:07:01.732Z,0,0.0
1014,81156708,generate a sample of MT950 to be shared with NBK,2958010.0,int_239,4828428,int_44,2021-03-18T08:16:48.608Z,2021-04-01T08:26:37.182Z,0,3600.0
1015,81156548,Send p2mRefund will cause Invalid Token,3918549.0,NA,2982345,int_510,2021-03-18T08:14:53.442Z,,0,0.0
1016,81155792,initilaizing pipeline,3087443.0,NA,4522987,int_156,2021-03-18T08:07:44.386Z,2021-03-23T07:53:02.464Z,28800,0.0
1017,81155565,validate and execute pacs008 from r2p,5361480.0,NA,6116805,NA,2021-03-18T08:04:10.043Z,2021-03-21T12:54:13.875Z,0,0.0
1018,81155542,issue with QR parsing for NBK,5050988.0,int_490,4828428,int_44,2021-03-18T08:03:35.552Z,2021-03-22T11:42:36.683Z,0,0.0
1019,81154532,Merchant Invalid PIN Retry Count,2982385.0,NA,3057797,int_194,2021-03-18T07:49:35.932Z,2021-04-12T06:41:25.111Z,0,0.0
1020,81154295,Update resolution for withdrawal cheque to be withdrawal and reason to be N/A,3596316.0,NA,3094005,int_518,2021-03-18T07:44:37.809Z,2021-03-21T08:57:25.820Z,0,0.0
1021,81154204,Cash and Liquidity Translation and RtL support,3051690.0,NA,3051690,NA,2021-03-18T07:43:09.957Z,2021-03-22T15:32:34.531Z,0,0.0
1022,81154098,implement business roles report,3874701.0,int_122,3874701,int_122,2021-03-18T07:40:07.528Z,2021-03-18T08:01:48.978Z,0,0.0
1023,81154014,Check SLA is Not Breached Before Processing,3033541.0,int_159,3055211,int_146,2021-03-18T07:38:31.998Z,2021-03-31T11:33:03.517Z,14400,10800.0
1024,81153788,Add LOCAL_BASE_URL to make us able to deploy the front-end separated from the back-end,3891855.0,NA,3891855,NA,2021-03-18T07:32:15.417Z,2021-03-18T07:52:11.644Z,2400,2400.0
1025,81153481,Remove the alert messages that were added for testing purposes on the Image Capture Page,3369011.0,NA,3874959,int_344,2021-03-18T07:24:24.322Z,2021-03-23T12:03:46.332Z,0,0.0
1026,81153448,"Extend the length of Pay and BFD Account Info. fields, as the values retrieved from Core Banking are longer than the specified display length",3369011.0,NA,3874959,int_344,2021-03-18T07:23:00.656Z,,0,0.0
1027,81152061,Update to the latest Core version,2957997.0,int_240,3220112,int_348,2021-03-18T06:58:17.914Z,2021-03-18T12:04:15.564Z,3600,3600.0
1028,81150938,Delete BULK Aliases feature - for HBTF,5050988.0,int_490,4828428,int_44,2021-03-18T06:26:25.434Z,,0,0.0
1029,81149363,Add Toast message to Working Hours and Workstation pages,3891855.0,NA,3891855,NA,2021-03-18T05:35:09.029Z,2021-03-18T20:02:18.817Z,12600,12600.0
1030,81135650,add password reset token generation table and procedures,3099895.0,NA,3099895,NA,2021-03-17T21:13:56.933Z,2021-03-18T18:49:00.945Z,28800,28800.0
1031,81130901,add search filter to user page,5205719.0,NA,3099895,NA,2021-03-17T19:42:22.064Z,2021-03-25T09:48:23.558Z,18000,14400.0
1032,81129626,handle automatically camt.010 pushed to the system,5050988.0,int_490,5050988,int_490,2021-03-17T19:14:43.604Z,2021-03-22T11:54:09.735Z,0,2400.0
1033,81126460,Make the user able to login to the system using their tenants,3099895.0,NA,3891855,NA,2021-03-17T17:54:10.316Z,2021-03-21T12:41:14.238Z,9000,0.0
1034,81120659,ncp retry button,3126895.0,NA,4123273,int_48,2021-03-17T16:13:55.764Z,2021-04-13T05:50:36.565Z,7200,7200.0
1035,81119845,Calendar Management SRS,3016347.0,int_284,3016347,int_284,2021-03-17T15:59:50.463Z,2021-03-24T14:39:59.888Z,0,0.0
1036,81119632,Overall Description,2981730.0,int_147,2981730,int_147,2021-03-17T15:56:30.157Z,,0,0.0
1037,81119592,Introduction,2981730.0,int_147,2981730,int_147,2021-03-17T15:55:36.875Z,2021-04-07T19:29:01.146Z,0,0.0
1038,81119543,Cash and Liquidity Management Module,2981730.0,int_147,2981730,int_147,2021-03-17T15:54:46.669Z,2021-04-07T19:28:58.581Z,0,0.0
1039,81119492,Cards Management Module,2981730.0,int_147,2981730,int_147,2021-03-17T15:54:03.617Z,2021-04-07T19:28:56.376Z,0,0.0
1040,81118726,follow up with UAE UAT site,4902499.0,NA,4902499,NA,2021-03-17T15:41:23.337Z,2021-03-25T07:44:24.523Z,57600,36000.0
1041,81118652,Private attachments are sent with the cheque from the bfd bank to the pay bank,6367608.0,NA,6367608,NA,2021-03-17T15:39:52.501Z,2021-04-01T11:40:50.478Z,5400,0.0
1042,81118256,Security notes for NBK (ISO),3874701.0,int_122,4828428,int_44,2021-03-17T15:33:25.972Z,,0,0.0
1043,81117556,Bills Payment Module,2981730.0,int_147,2981730,int_147,2021-03-17T15:22:57.668Z,2021-04-07T19:28:53.505Z,0,0.0
1044,81116230,unmatched signature issue in production,4351853.0,int_219,4351853,int_219,2021-03-17T15:04:44.959Z,2021-03-17T15:06:27.611Z,3600,3600.0
1045,81115168,NBK-UI views are not showing under the communication module,2927789.0,int_552,3220112,int_348,2021-03-17T14:51:08.770Z,2021-04-12T05:17:06.696Z,0,0.0
1046,81114392,Missing transaction record on success meps transactions,3088726.0,NA,3088726,NA,2021-03-17T14:40:34.971Z,2021-04-14T09:14:12.556Z,115200,57600.0
1047,81113700,handle null address lines in r2p listing,5050988.0,int_490,5050988,int_490,2021-03-17T14:35:32.004Z,2021-03-17T18:54:59.090Z,0,1800.0
1048,81112158,make base for api based on base-href,3099895.0,NA,3099895,NA,2021-03-17T14:20:04.148Z,2021-03-17T16:04:21.296Z,7200,0.0
1049,81111284,chore: update docker file to run tomcat and services,5050988.0,int_490,5050988,int_490,2021-03-17T14:14:10.205Z,2021-03-17T14:36:05.614Z,0,900.0
1050,81110795,Wrong error message when loging in a user that is edited and waiting approval,5223206.0,NA,6367608,NA,2021-03-17T14:08:36.785Z,2021-03-31T13:07:32.735Z,7200,3600.0
1051,81108494,Verifying the functionality of Emails - retail,6367608.0,NA,6367608,NA,2021-03-17T13:36:30.301Z,2021-03-17T13:52:33.019Z,10800,10800.0
1052,81108352,"MinIO - On Request Checker pages: For (cheque types requests) , error page displays when printing (Cheque Info) report.",3099895.0,NA,4056794,NA,2021-03-17T13:34:03.139Z,,0,0.0
1053,81107751,handle set tenant of banks on system configuration,6116619.0,NA,6116619,NA,2021-03-17T13:26:12.460Z,2021-03-21T11:06:17.641Z,10800,10800.0
1054,81107392,Need to update NBK configuration to support MQ SSL,5050988.0,int_490,5050988,int_490,2021-03-17T13:20:59.601Z,2021-03-18T10:16:11.578Z,0,0.0
1055,81107327,Import LC Module,3016614.0,NA,3016614,NA,2021-03-17T13:19:33.990Z,2021-03-24T16:52:39.872Z,0,0.0
1056,81106735,EBPP Security Changes,2991476.0,int_441,2991476,int_441,2021-03-17T13:09:45.823Z,2021-03-30T11:27:15.849Z,28800,0.0
1057,81106486,"MinIO : On QA page, when MinIO is disabled, attached documents are loaded to minio.",3099895.0,NA,4056794,NA,2021-03-17T13:06:28.216Z,2021-03-18T08:06:28.805Z,900,0.0
1058,81106264,"MinIO : On QA page, when uploading more than 5 attachments, no validation msg displays , and attachment of type (null) is upoloaded to MinIO.",3099895.0,NA,4056794,NA,2021-03-17T13:02:15.012Z,,0,0.0
1059,81105857,Change the DB column name from CBSAMOUNT to SWITCHAMOUNT,5163289.0,NA,3099576,int_259,2021-03-17T12:55:52.845Z,2021-03-17T13:54:46.325Z,0,0.0
1060,81105398,set security version in .yaml file,4351853.0,int_219,4351853,int_219,2021-03-17T12:50:12.174Z,2021-04-01T07:36:02.828Z,600,300.0
1061,81105205,"upgrade to latest to fix qr parse, camt.010, and camt.019 date formats",5050988.0,int_490,5050988,int_490,2021-03-17T12:46:18.235Z,2021-03-17T13:00:12.113Z,0,0.0
1062,81104980,"""Manual Release"" label is misleading and needs to be changed to ""Release Type""",8198022.0,NA,6367608,NA,2021-03-17T12:42:27.256Z,2021-03-18T15:20:24.574Z,4200,3600.0
1063,81104874,international/ACK matching->needs to find the match by searching on the payments with sending in progress status,3918610.0,NA,4873084,NA,2021-03-17T12:41:10.273Z,2021-03-25T07:41:52.867Z,0,0.0
1064,81104495,Implement GetAccountInformation Usecase,3016035.0,int_415,3612144,int_414,2021-03-17T12:36:36.708Z,2021-03-23T05:51:24.646Z,28800,0.0
1065,81103966,Update checks and corpay-utility charts to disable security for retail endpoints,3051671.0,NA,3051671,NA,2021-03-17T12:28:29.585Z,2021-03-18T13:57:39.707Z,0,0.0
1066,81103914,"The cheque date should be always equal to the posting date, but the system set the cheque date equal to scan date",3369011.0,NA,3596333,int_36,2021-03-17T12:27:09.755Z,,0,0.0
1067,81103752,"Verify the instrument ""cash"" on onus",7091953.0,NA,7091953,NA,2021-03-17T12:25:20.040Z,2021-03-17T14:42:48.042Z,10800,10800.0
1068,81103549,implement inward pain001 integrator,5361480.0,NA,6116805,NA,2021-03-17T12:21:28.616Z,2021-03-21T10:56:28.600Z,0,0.0
1069,81103481,oman/inward return->needs to add some fields to be able to show then inside the decision dialog,,NA,4873084,NA,2021-03-17T12:20:28.066Z,2021-03-21T09:20:38.256Z,0,0.0
1070,81103315,update parse QR to handle unknown customer,5050988.0,int_490,5050988,int_490,2021-03-17T12:18:17.355Z,2021-03-22T11:56:47.048Z,0,0.0
1071,81102213,Customer Android: Pay bill from pending bills screen is not working,2856038.0,int_474,2856038,int_474,2021-03-17T12:01:48.898Z,2021-03-21T15:18:13.139Z,3600,900.0
1072,81098385,SSL Cipher suit property control for Connection,,NA,3631933,int_152,2021-03-17T11:15:56.537Z,2021-03-18T10:16:09.103Z,0,0.0
1073,81097600,"disable ""Cancel"" Action on Direct Debit/Credit Payments",2862920.0,NA,3596325,int_39,2021-03-17T11:06:21.296Z,2021-03-21T11:00:43.755Z,3600,3600.0
1074,81097071,feat: #123 ECC Implement check insertion validations.,3062831.0,int_302,7832270,NA,2021-03-17T10:59:47.694Z,2021-03-29T08:48:29.448Z,36000,900.0
1075,81096923,Fix issue for Failed Session page,3126895.0,NA,3126895,NA,2021-03-17T10:57:43.253Z,2021-03-21T07:41:24.105Z,10800,10800.0
1076,81152438,sender/receiver in camt.998,,NA,3993694,int_155,2021-03-17T10:52:25.512Z,2021-03-23T06:10:33.594Z,0,0.0
1077,81096620,sender/receiver in camt.998,6116686.0,NA,3993694,int_155,2021-03-17T10:52:25.512Z,2021-03-18T07:04:43.369Z,0,0.0
1078,81095108,Internal service error appears due to calling the notification processor even its not required on the service level,,NA,2997976,int_442,2021-03-17T10:36:25.779Z,2021-04-04T07:04:25.500Z,0,0.0
1079,81094336,Remove from project role,3097752.0,int_2,3097752,int_2,2021-03-17T10:26:34.637Z,2021-03-17T13:31:26.509Z,0,0.0
1080,81094095,feat: project roles management,3097752.0,int_2,6156851,NA,2021-03-17T10:23:08.114Z,2021-03-17T13:18:46.442Z,0,0.0
1081,81094084,Add to project role,3097752.0,int_2,3097752,int_2,2021-03-17T10:22:58.956Z,2021-03-17T12:24:01.359Z,0,0.0
1082,81347322,MT103 Tag53 mapping,3918610.0,NA,3390471,int_246,2021-03-17T10:03:12.446Z,2021-03-24T11:58:21.657Z,0,0.0
1083,81091967,Reversal,3390466.0,NA,3390466,NA,2021-03-17T10:00:19.297Z,2021-03-23T08:25:45.373Z,0,0.0
1084,81091609,Implement RBAC,3032719.0,int_233,3032719,int_233,2021-03-17T09:56:49.215Z,2021-03-25T07:33:57.331Z,0,0.0
1085,81091880,Oman Creditor/Debtor Account number mapping,3918610.0,NA,3390471,int_246,2021-03-17T09:53:45.990Z,2021-03-21T11:41:11.182Z,0,0.0
1086,81090636,Customer app IOS: Pending bills screen: biller icon does not appear,2856038.0,int_474,2856038,int_474,2021-03-17T09:43:35.093Z,2021-03-17T11:35:46.696Z,3600,1800.0
1087,81089513,EBPP Security | Authorization API,3192621.0,NA,6404834,NA,2021-03-17T09:26:49.340Z,2021-03-29T12:32:38.593Z,86400,57600.0
1088,81089115,chore: #122 Discuss check locking scenarios,3062831.0,int_302,7832270,NA,2021-03-17T09:21:07.094Z,2021-03-18T14:41:33.634Z,12600,0.0
1089,81087227,Change project artifact ID to stop the conflict that happens with unified-17 security project artifacts.,3891855.0,NA,3891855,NA,2021-03-17T08:59:33.202Z,2021-03-17T09:09:16.951Z,6300,6300.0
1090,81087190,Customer Notes,3908455.0,NA,3057797,int_194,2021-03-17T08:59:02.625Z,2021-03-29T05:21:48.958Z,0,0.0
1091,81086550,An error will be viewed when add new Credit/Debit Payments,3596321.0,int_468,3596325,int_39,2021-03-17T08:47:40.869Z,2021-03-22T13:48:12.892Z,21600,21600.0
1092,81086085,The notification has to be shown in notifications page and sent to sender mobile for uwallet transactions,3089579.0,NA,2982345,int_510,2021-03-17T08:39:00.181Z,2021-04-13T06:00:28.638Z,0,0.0
1093,81083603,Customer note,3908455.0,NA,3908455,NA,2021-03-17T08:24:48.630Z,2021-03-22T09:07:35.745Z,46800,52200.0
1094,81083340,Reflect enhancements notes on Published List Inquiry API,3918559.0,int_448,3918559,int_448,2021-03-17T08:20:01.858Z,2021-03-30T07:14:32.850Z,28800,36000.0
1095,81081581,iOS Implement cheque validation,4082628.0,NA,4082628,NA,2021-03-17T07:55:38.796Z,2021-04-05T08:58:16.748Z,172800,144000.0
1096,81080809,The reverse button should not be shown again after i click it for partially accepted status of uwallet transaction,3089579.0,NA,2982345,int_510,2021-03-17T07:46:59.798Z,2021-03-17T08:33:46.749Z,0,0.0
1097,81080073,create services file for the reconciliation project,3918565.0,NA,3918565,NA,2021-03-17T07:36:56.670Z,2021-03-18T06:30:52.462Z,0,0.0
1098,81079114,Reflect MINIO fixes from unified-22,3099424.0,int_421,3099424,int_421,2021-03-17T07:10:38.441Z,,0,0.0
1099,81077388,fix jwt login to not be static and logout when no session,3099895.0,NA,3099895,NA,2021-03-17T06:41:04.238Z,2021-03-17T11:25:36.410Z,14400,14400.0
1100,81076802,As a corporate user I want to distinguish Beneficiary to identify if it is domestic or international to be used in Payments,,NA,4432374,NA,2021-03-17T06:26:56.187Z,,0,0.0
1101,81074565,Remove PlannedException,3612142.0,int_412,3612144,int_414,2021-03-17T05:43:02.202Z,2021-03-21T07:42:17.775Z,7200,3600.0
1102,81074552,document application war file config params,6435908.0,NA,3232180,int_221,2021-03-17T05:42:20.273Z,,0,0.0
1103,81073816,put /api/projects/projects/{id} to have category,3097752.0,int_2,6156851,NA,2021-03-17T05:10:13.389Z,2021-03-17T09:12:02.739Z,0,0.0
1104,81072906,Bulk action to be available on all grids,3847579.0,NA,3847579,NA,2021-03-17T04:35:28.543Z,2021-03-17T05:47:25.124Z,0,0.0
1105,81070908,trade-finance-import-lc,3016614.0,NA,3016614,NA,2021-03-17T03:04:10.166Z,2021-03-24T08:54:14.996Z,0,0.0
1106,81031939,MT998->OMNA field value is always mapped as 103 regardless of the original message type,6116686.0,NA,4873084,NA,2021-03-16T16:07:23.590Z,2021-03-29T08:36:55.793Z,0,0.0
1107,81029080,"Approve button's label in Replied Batches is missleading, needs to be changed to ""Hide Batch"" - onus",6367608.0,NA,6367608,NA,2021-03-16T15:30:05.825Z,2021-03-17T12:34:06.224Z,9000,1800.0
1108,81028411,"Approve button's label in Replied Batches is missleading, needs to be changed to ""Hide Batch"" - pdc",6367608.0,NA,6367608,NA,2021-03-16T15:21:32.164Z,2021-03-17T13:09:41.505Z,9000,1800.0
1109,81027164,include sec DB in the war,3126812.0,NA,3126812,NA,2021-03-16T15:02:26.004Z,2021-03-16T18:19:16.035Z,3600,3600.0
1110,81026925,Create a Fabric Blockchain Explorer Helm chart and connect it to the fabric network.,5210853.0,NA,3026807,NA,2021-03-16T14:59:26.786Z,2021-03-28T11:53:30.805Z,144000,118800.0
1111,81026753,SAST for .net framework projects,2984940.0,NA,2984940,NA,2021-03-16T14:57:18.944Z,2021-03-24T15:03:50.264Z,144000,144000.0
1112,81025669,feat: #121 Implement CRUD operations on check images,3918501.0,NA,7832270,NA,2021-03-16T14:42:13.141Z,2021-03-21T07:43:40.491Z,16200,14400.0
1113,81024871,(Dashboard): incorrect pending and total statistics in duplicate views,,NA,3918459,int_257,2021-03-16T14:32:49.072Z,,0,0.0
1114,81077457,Add the time to the Scheduled time field in the,5050988.0,int_490,4828428,int_44,2021-03-16T14:19:15.209Z,2021-03-17T07:56:29.266Z,0,0.0
1115,81023949,Add the time to the Scheduled time field in the,5050988.0,int_490,4828428,int_44,2021-03-16T14:19:15.209Z,2021-03-17T06:43:01.399Z,0,0.0
1116,81022217,Follow up UAT issues and fixes (uat-on-going-task),3120776.0,NA,3120776,NA,2021-03-16T13:58:08.229Z,,144000,14400.0
1117,81021864,add HSBC profile,2807524.0,int_346,2807524,int_346,2021-03-16T13:53:34.121Z,2021-03-22T14:19:19.425Z,0,0.0
1118,81021643,upgrade jfw version,3874701.0,int_122,3874701,int_122,2021-03-16T13:51:18.133Z,2021-03-16T14:27:02.940Z,0,0.0
1119,81021016,Use spring security instead of keycloak adapter,3016896.0,NA,3016896,NA,2021-03-16T13:42:28.275Z,2021-04-05T09:47:41.929Z,230400,79200.0
1120,81020459,"possible duplicate->Source enabled, Payment value date enabled fields are not being editable after modifying the national and international possible duplicate items",6116686.0,NA,4873084,NA,2021-03-16T13:34:07.882Z,2021-03-17T10:00:51.874Z,0,0.0
1121,81014563,api to get roles for spicific project,3097752.0,int_2,6156851,NA,2021-03-16T12:42:06.202Z,2021-03-17T10:14:37.902Z,0,0.0
1122,81014447,oman/reject possible duplicate payment with posting->no MT998 created after rejecting the payment with posting,3041349.0,int_294,4873084,NA,2021-03-16T12:40:19.876Z,2021-04-04T07:30:57.733Z,0,0.0
1123,81014070,HelpDesk site keeps refreshing,2846116.0,int_248,1257257,NA,2021-03-16T12:34:43.523Z,2021-03-17T06:05:02.662Z,0,0.0
1124,81014018,update contract version,3192621.0,NA,3192621,NA,2021-03-16T12:34:02.047Z,2021-03-16T15:39:37.847Z,1800,1800.0
1125,81013913,4119 – Tax Invoice By Banks and Branches,,NA,4821931,int_101,2021-03-16T12:32:18.800Z,2021-03-23T08:25:43.571Z,0,0.0
1126,81013780,oman/inward return->unable to proceed the transactions with past date settlement date  value,6116686.0,NA,4873084,NA,2021-03-16T12:30:12.960Z,2021-03-23T10:31:13.528Z,0,0.0
1127,81013353,change history issue,3874701.0,int_122,3874701,int_122,2021-03-16T12:24:29.272Z,2021-03-16T13:28:16.390Z,0,0.0
1128,81012377,Inward Cheque stuck in 3039-Retail Service,4122525.0,NA,3183606,int_108,2021-03-16T12:11:27.603Z,2021-03-17T13:52:07.967Z,7200,0.0
1129,81012314,remove redundant services urls variables,2927800.0,NA,2927800,NA,2021-03-16T12:10:43.113Z,2021-03-16T13:06:03.293Z,0,0.0
1130,81009895,project/project to get category,3097752.0,int_2,6156851,NA,2021-03-16T11:39:45.219Z,2021-03-16T15:21:58.296Z,0,0.0
1131,81007561,dispatch config->the destination filter is not working,3918531.0,NA,4873084,NA,2021-03-16T11:14:13.202Z,,0,0.0
1132,81007283,Upgrade core version to v2.7.0,2958010.0,int_239,2958010,int_239,2021-03-16T11:11:14.544Z,2021-03-16T12:29:39.675Z,0,0.0
1133,81006414,Read/View SWIFT Material,5758125.0,NA,2846537,int_277,2021-03-16T10:59:04.332Z,2021-03-16T11:56:47.800Z,0,288000.0
1134,81006390,Read/View SWIFT Material,5868836.0,NA,2846537,int_277,2021-03-16T10:58:42.224Z,2021-03-16T11:56:47.099Z,0,288000.0
1135,81006373,Read/View SWIFT Material,6520561.0,NA,2846537,int_277,2021-03-16T10:58:22.165Z,2021-03-16T11:56:56.903Z,0,288000.0
1136,81006349,Read/View SWIFT Material,5550506.0,NA,2846537,int_277,2021-03-16T10:58:00.652Z,2021-03-16T11:58:43.476Z,0,288000.0
1137,81006323,Read/View SWIFT Material,3940585.0,NA,2846537,int_277,2021-03-16T10:57:37.406Z,2021-03-30T04:17:04.088Z,0,86400.0
1138,81006203,feat: #120 Implement transitions using graphql,3062831.0,int_302,7832270,NA,2021-03-16T10:56:09.915Z,2021-03-18T15:19:36.058Z,14400,0.0
1139,81005880,Exception to handle the response of AID Outward Cheque Deposit,,NA,3741585,int_191,2021-03-16T10:52:40.351Z,,0,0.0
1140,81005732,modify changes to match the bank profile,2807524.0,int_346,2807524,int_346,2021-03-16T10:50:17.657Z,2021-03-16T13:16:34.478Z,0,0.0
1141,81005360,Add 'Tenant Id' to listUsers Procedure,3891855.0,NA,3891855,NA,2021-03-16T10:44:48.452Z,2021-03-16T13:33:07.372Z,3600,3600.0
1142,81004804,feat: #119 Implement validation for check entity using drool files (business rule management system).,3062831.0,int_302,7832270,NA,2021-03-16T10:38:11.246Z,2021-03-16T10:40:32.646Z,14400,0.0
1143,81004700,Create a  POC to make mobile wallet work with iroha and fabric,5205722.0,NA,5205722,NA,2021-03-16T10:36:58.230Z,2021-03-29T11:58:28.032Z,144000,131400.0
1144,81004072,Inject the commissions-processor plugin into Zain core spring plugins since its not working on spring,2982385.0,NA,2982345,int_510,2021-03-16T10:28:42.289Z,,0,72000.0
1145,81003095,Log CBS Message,3390466.0,NA,3390466,NA,2021-03-16T10:16:47.061Z,2021-03-17T09:23:38.677Z,28800,28800.0
1146,81001566,"make validation in new features (m2m , m2p, service cashout)",5185059.0,NA,5185059,NA,2021-03-16T09:59:40.198Z,2021-03-16T10:22:07.344Z,7200,0.0
1147,81001431,Inject mobile update plugin into zain core spring plugins,5163289.0,NA,2982345,int_510,2021-03-16T09:58:26.857Z,2021-03-23T12:39:19.446Z,0,0.0
1148,81000959,API for listing all projects in a specific Project Category,3097752.0,int_2,5779319,NA,2021-03-16T09:54:37.766Z,2021-03-17T06:10:34.508Z,0,0.0
1149,81000958,Inject mobile Registration plugin into zain core spring plugins,5163289.0,NA,2982345,int_510,2021-03-16T09:54:37.308Z,2021-04-05T07:58:33.360Z,0,0.0
1150,81000390,Upgrade core version v2.7.0,2958010.0,int_239,2958010,int_239,2021-03-16T09:49:16.797Z,2021-03-16T10:08:12.218Z,0,0.0
1151,81000337,update dashboard steps,3918459.0,int_257,3918459,int_257,2021-03-16T09:48:39.036Z,2021-03-16T10:15:31.012Z,3600,0.0
1152,81000312,"Customer Android: Saved bills list: biller service dropdown displays the participant code, it should display service name and Arabic service name in case language is Arabic",2856038.0,int_474,2856038,int_474,2021-03-16T09:48:19.475Z,2021-03-21T15:04:26.944Z,3600,0.0
1153,81000292,"Customer Android: Saved bills list: biller service dropdown displays the participant code, it should display service name and Arabic service name in case language is Arabic",3487589.0,NA,2856038,int_474,2021-03-16T09:47:57.418Z,2021-03-21T15:21:58.147Z,7200,7200.0
1154,80999995,Purpose code for pacs008 for QR,2958010.0,int_239,4828428,int_44,2021-03-16T09:43:57.857Z,2021-03-16T11:54:44.158Z,0,0.0
1155,80999854,update dashboard steps,3918459.0,int_257,3918459,int_257,2021-03-16T09:42:01.622Z,2021-03-16T10:20:11.645Z,3600,0.0
1156,80999510,Applying unified-22 features,,NA,3099424,int_421,2021-03-16T09:37:18.012Z,2021-03-16T10:35:20.246Z,1200,0.0
1157,80999197,send outward Credit Return Payment Batch to Central Bank,3596321.0,int_468,3596325,int_39,2021-03-16T09:34:09.842Z,2021-04-01T09:14:05.376Z,57600,36000.0
1158,80998960,double check pdf transaction count,5185059.0,NA,5185059,NA,2021-03-16T09:31:03.138Z,,7200,7200.0
1159,81355237,"system didnt change the payment status after max retry for  submit messages to CBK with error Unrecognized field ""internal"" (class com.progressoft.alpha.payhub.core.ingestion.communication.consumer.model.AckNakMessage",3918610.0,NA,3993694,int_155,2021-03-16T09:13:23.010Z,2021-03-24T12:46:43.454Z,0,0.0
1160,80997448,highlighting issue,,NA,3874701,int_122,2021-03-16T09:12:43.374Z,2021-03-16T12:23:49.254Z,0,0.0
1161,80996786,update the diagrams,3232180.0,int_221,3232180,int_221,2021-03-16T09:10:12.289Z,2021-03-16T10:42:45.049Z,0,0.0
1162,80996711,Environment values for QIB MPAY UAT,6435908.0,NA,6435908,NA,2021-03-16T09:09:05.355Z,2021-03-16T10:42:56.727Z,0,0.0
1163,80996519,Reflect latest Unified,4902499.0,NA,4902499,NA,2021-03-16T09:06:14.429Z,,28800,14400.0
1164,80996048,[BHHSBC-34][UAT] cheque status is not updated for both Inward and Outward,3120776.0,NA,5113904,int_215,2021-03-16T09:00:34.491Z,2021-04-05T10:01:21.927Z,7200,1800.0
1165,80996036,"Jawwal save biller: after saving Jawwal bill successfully, clicking dismiss option should keep the customer on current screen with mobile number filled",2856038.0,int_474,2856038,int_474,2021-03-16T09:00:27.405Z,2021-03-21T09:30:26.988Z,1800,3600.0
1166,80995267,Error Handling,3918559.0,int_448,5062463,int_469,2021-03-16T08:52:04.975Z,2021-03-29T09:29:52.560Z,7200,9000.0
1167,80994839,Setup DB Entities and Payhub Core Integration,3390457.0,NA,3390457,NA,2021-03-16T08:48:21.882Z,2021-03-28T06:21:43.296Z,0,0.0
1168,80994310,"Approve button's label in Replied Batches is missleading, needs to be changed to ""Hide Batch""",6367608.0,NA,6367608,NA,2021-03-16T08:43:37.478Z,2021-03-16T14:07:11.725Z,9000,1800.0
